id,name,address1,address2,city,zip,phone,website,clp,latitude,longitude,id,lastUpdatedDate,lastUpdatedBy,schoolOpeningDate,infrastructureLEA,operatingModel,id,name,contactName,phone,zip,studentCases,staffCases,lastWeekStudentCases,lastWeekStaffCases
410,Hickman County,115  Murphree  Ave,,Centerville,37033,9317293391,https://hickmank12.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=83ecd50e-fc27-4217-be3c-20850ed2f535&inline=true,35.778826,-87.464039,67,2021-03-08T19:31:59.000Z,michelle.gilbert@tneducation.net,2020-08-03T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,3,0,0,2
92,Hollow Rock - Bruceton,29590 Broad St,,Bruceton,38317,7314184180,http://www.hrbedu.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=78cbbe70-ff3b-4cf0-a6db-497e7704a0ba&inline=true,36.034886,-88.2625,16,2020-10-05T18:03:38.000Z,david.duncan8514@tneducation.net,2020-08-04T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,,,0,0
420,Houston County,6460 Hwy 13 South ,,Erin,37061,9312894148,https://www.houston.k12.tn.us/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=008bc0f1-4288-4ae3-9b9e-1f01c42fd25a&inline=true,36.314178,-87.675859,68,2020-10-19T19:10:52.000Z,kris.mcaskill@tneducation.net,2020-08-17T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,0,0,0,0
271,Humboldt City Schools,2602 Viking Dr,,Humboldt,38343,7317842652,https://www.hcsvikings.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=6b901279-1d56-4910-a142-90f29a85a45d&inline=true,35.841583,-88.907848,45,2021-03-01T20:48:52.000Z,lillian.shelton@tneducation.net,2020-08-10T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,0,0,0,0
430,Humphreys County,2443 Hwy  70 E ,,Waverly,37185,9312962568,https://www.hcss.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=cd0f2080-b3d8-4735-bb35-a09b0d6b0500&inline=true,36.085199,-87.752477,69,2020-08-05T00:00:00.000Z,district.technology@tn.gov,2020-08-03T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,2,0,,
93,Huntingdon Special School District,585 High St,,Huntingdon,38344,7319862222,https://www.huntingdonschools.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=9228e0c4-8fc2-4fca-9fbf-03a24b39a7a0&inline=true,36.021029,-88.409745,17,2021-02-22T15:35:01.000Z,patricia.dillahunty@tneducation.net,2020-08-17T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,0,0,0,0
440,Jackson County,711 School Dr,,Gainesboro,38562,9312680119,https://www.jacksoncoschools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=6d9d7fcb-d0fd-40ee-a0ed-549f018838a1&inline=true,36.348781,-85.657495,70,2020-11-16T19:17:58.000Z,jennifer.scott85@tneducation.net,2020-08-04T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,,,0,0
450,Jefferson County,1221 Gay St,,Dandridge,37725,8653973194,https://www.jc-tn.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=94a7d54a-f71c-4217-89a9-de18d4fd728d&inline=true,36.015654,-83.415691,71,2021-03-08T11:26:09.000Z,edward.johnston@tneducation.net,2020-08-07T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,22,2,16,1
901,Johnson City,100 E. Maple ,,Johnson City,37605,4234345200,www.jcschools.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=859cd5ff-5764-47fb-a396-7d68fb5858f8&inline=true,36.314214,-82.347418,135,2021-03-01T21:44:18.000Z,jennifer.norton49@tneducation.net,2020-08-04T00:00:00.000Z,False,,6,First Tennessee CORE Region,Dr. Greg Sturgill,(423) 357-3641,37642,,,0,0
460,Johnson County,211 N  Church St,,Mountain City,37683,4237272640,https://www.jocoed.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=ece712e5-5c29-4ab9-bb2a-c23ca3a3fc1d&inline=true,36.476129,-81.803629,72,2020-10-19T14:17:33.000Z,mischelle.simcox@tneducation.net,2020-08-17T00:00:00.000Z,True,,6,First Tennessee CORE Region,Dr. Greg Sturgill,(423) 357-3641,37642,0,0,4,1
822,Kingsport,400 Clinchfield St,Suite 200,Kingsport,37660,4233782100,www.k12k.com,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=45d25def-4ef5-48e7-809a-30cd621d879a&inline=true,36.552304,-82.564094,126,2021-02-09T17:34:21.000Z,vijay.gollapudi@tnedu.gov,2020-08-03T00:00:00.000Z,False,,6,First Tennessee CORE Region,Dr. Greg Sturgill,(423) 357-3641,37642,0,0,,
470,Knox County,912 South  Gay St,,Knoxville,37902,8655941620,https://www.knoxschools.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=956765e1-9322-4731-8acc-ef619e4a4f90&inline=true,35.961756,-83.916043,73,2020-09-14T18:19:33.000Z,carly.harrington@tneducation.net,2020-08-24T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,55,18,55,17
480,Lake County,819 McBride ,,Tiptonville,38079,7312536601,http://www.lcfalcons.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=b10ba8d8-3a4e-4bce-861b-f6c187c4e945&inline=true,36.38172,-89.472988,74,2020-11-09T21:13:43.000Z,sherry.darnell@tneducation.net,2020-08-10T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,0,0,0,0
797,Lakeland,10001 Hwy 70 ,,Lakeland,38002,9018675412,https://lakelandk12.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=9cb0f7d3-c78b-41ad-b861-c909b6e28501&inline=true,35.262035,-89.729672,120,2020-09-04T20:38:31.000Z,district.technology@tn.gov,2020-08-10T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,0,0,8,0
490,Lauderdale County,321 Armory Ave,,Ripley,38063,7316352941,https://www.lced.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=b322c49c-6e2e-4b00-869d-9e648b5f037b&inline=true,35.754505,-89.66112,75,2021-03-08T16:59:53.000Z,shawn.kimble@tneducation.net,2020-08-13T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,2,0,0,0
500,Lawrence County,700 Mahr Ave,,Lawrenceburg,38464,9317623581,https://www.lcss.us/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=d0d84f3b-2ef5-448e-9864-3b63e64247f0&inline=true,35.249295,-87.334463,76,2021-01-15T21:36:49.000Z,jennifer.golden19@tneducation.net,2020-08-10T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,3,0,4,0
951,Lebanon,397 North Castle Heights Ave,,Lebanon,37087,6154496060,http://www.lssd.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=e8e372c8-78e2-4d8a-8429-c4d8ecc52492&inline=true,36.214091,-86.303963,142,2021-03-08T22:20:01.000Z,ronald.benson@tneducation.net,2020-08-03T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,11,3,3,1
531,Lenoir City,200 East Broadway ,,Lenoir City,37771,8659868058,https://www.lenoircityschools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=b40429de-0abd-4244-bcef-0cd2dc01ea3d&inline=true,35.79183,-84.264021,81,2021-03-08T18:45:42.000Z,dominique.davis94@tnedu.gov,2020-08-03T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,0,0,0,0
510,Lewis County,206  S  Court St,,Hohenwald,38462,9317963264,http://www.lewisk12.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=aed94c9c-a4f6-48bb-a49c-cf1c575748a5&inline=true,35.545733,-87.554106,77,2020-10-12T14:50:30.000Z,sasha.powers@tneducation.net,2020-08-04T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,0,0,4,0
391,Lexington,99 Monroe Ave,,Lexington,38351,7319675591,http://www.caywood.org/LCSS/index.php/en/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=6ecde0b6-dd80-48e4-b3f0-33fdaca26e6f&inline=true,35.648066,-88.394789,64,2021-02-01T16:10:49.000Z,cynthia.olive@tneducation.net,2020-08-03T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,0,0,0,0
520,Lincoln County,909 Main Avenue South Ave,,Fayetteville,37334,9314333565,https://www.lcdoe.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=11204bfa-53ed-4fec-bc5b-cb6fb9e96425&inline=true,35.143126,-86.572002,78,2021-03-08T15:57:24.000Z,billy.heath@tneducation.net,2020-08-03T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,0,0,0,0
530,Loudon County,100  River  Rd,,Loudon,37774,8654585411,https://www.loudoncounty.org/,https://loudoncountyschools-my.sharepoint.com/:f:/g/personal/duttonb_loudoncounty_org/En_05GbysbdBgHico40TqmwBMUqAcKNgqCVUjECcatbPhA?e=O5Yvpi,35.740197,-84.343875,80,2021-03-08T16:56:38.000Z,dominique.davis94@tnedu.gov,2020-08-04T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,0,0,0,0
560,Macon County,501  College  St,,Lafayette,37083,6156662125,https://www.maconcountyschools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=d7e6bf9c-71eb-4f2c-b1eb-a58636b7e457&inline=true,36.519677,-86.033073,86,2020-11-09T21:15:36.000Z,anthony.boles@tneducation.net,2020-08-24T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,,,,
570,Madison County,310  North  Pkwy,,Jackson,38305,7316642500,https://www.jmcss.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=6c5d4d2d-1ccf-49fe-8e5b-186ecf77c4e6&inline=true,35.645451,-88.85312,87,2021-03-08T16:48:00.000Z,annette.wilson@tneducation.net,2020-08-24T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,0,0,0,0
161,Manchester,215  East  Fort St,,Manchester,37355,9317282316,https://www.manchestercitysch.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=168e7e63-8071-4f98-9bff-a8bccef322e4&inline=true,35.483743,-86.085133,30,2021-02-22T16:07:04.000Z,joey.vaughn2132@tneducation.net,2020-08-03T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,0,0,0,0
580,Marion County,204  Betsy  Pack Dr,,Jasper,37347,4239423434,https://www.marionschools.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=6c4561ea-d0e3-420a-9009-b3e805026482&inline=true,35.075886,-85.625438,88,2020-09-21T16:27:14.000Z,mark.griffith@tneducation.net,2020-08-04T00:00:00.000Z,False,,7,Southeast Tennessee CORE Region,Sharon Harper,(423) 260-1168,37406,,,,
590,Marshall County,700  Jones  Cir,,Lewisburg,37091,9313591581,https://www.mcstn.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=39c0a637-0177-427e-b899-f2659e9b73e9&inline=true,35.4574,-86.783847,90,2020-10-19T20:27:02.000Z,veronica.davenport@tneducation.net,2020-08-03T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,,,0,0
52,Maryville,833  Lawrence  Ave,,Maryville,37803,8659827121,https://www.maryville-schools.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=42a6aef8-4e8d-4de7-9cc8-4421cf153966&inline=true,35.747372,-83.978544,10,2021-03-08T11:21:52.000Z,mike.winstead@tneducation.net,2020-07-24T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,0,0,0,0
600,Maury County,501 West 8th St,,Columbia,38401,9313888403,https://www.mauryk12.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=a3f09e83-366a-402d-aa58-878d09116e00&inline=true,35.614069,-87.042168,91,2020-09-08T15:37:12.000Z,district.technology@tn.gov,2020-08-10T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,4,4,7,4
94,McKenzie,114  W  Bell Ave,,McKenzie,38201,7313522246,http://www.mckenzieschools.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=7659172c-1ded-47c9-aa4d-7b8e2dc4db7f&inline=true,36.14149,-88.521635,18,2020-09-14T14:02:27.000Z,kenneth.watkins@tneducation.net,2020-08-04T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,,,,
540,McMinn County,3 South Hill St,,Athens,37303,4239422110,http://www.mcminn.k12.tn.us/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=719122a7-77b2-4bef-8bbd-1c590996c60a&inline=true,35.441027,-84.595125,82,2020-09-14T20:03:45.000Z,shelby.roberts@tneducation.net,2020-08-03T00:00:00.000Z,False,,7,Southeast Tennessee CORE Region,Sharon Harper,(423) 260-1168,37406,4,0,5,0
550,McNairy County,530 Mulberry Ave,Suite 2,Selmer,38375,7316453267,http://www.mcnairycountyschools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=5c85ce72-cf5d-48ba-ae2f-9b8b97e919d3&inline=true,35.159445,-88.58059,85,2020-08-05T00:00:00.000Z,district.technology@tn.gov,2020-08-10T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,0,1,1,1
610,Meigs County,345 North Main Street ,,Decatur,37322,4233345793,https://www.meigsgschool.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=87b5767c-1914-44ef-9bd7-1daedaa6922f&inline=true,35.516574,-84.789474,92,2021-03-08T19:52:59.000Z,james.boshears26@tneducation.net,2020-08-07T00:00:00.000Z,False,,7,Southeast Tennessee CORE Region,Sharon Harper,(423) 260-1168,37406,5,1,4,1
272,Milan,1165 South Main St,,Milan,38358,7316860844,https://www.milanssd.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=8a71c383-4a49-454b-9b82-d4c968ebb824&inline=true,35.919818,-88.759196,46,2021-02-22T14:23:56.000Z,jonathan.criswell@tneducation.net,2020-08-10T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,0,0,0,0
798,Millington Municipal Schools,5020 Second Ave,,Millington,38053,9018735680,www.millingtonschools.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=0120fea5-5cb1-4e82-a528-65fbf4a76dc3&inline=true,35.346991,-89.896061,121,2020-11-30T22:05:09.000Z,james.griffin@tneducation.net,2020-08-10T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,4,0,1,1
620,Monroe County,205  Oak  Grove Rd,,Madisonville,37354,4234422373,https://www.monroe.k12.tn.us/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=6423aa7b-1f0b-4126-a0d5-c9fd8f748f6d&inline=true,35.533851,-84.360041,93,2021-02-11T03:45:24.000Z,jackie.gray@tneducation.net,2020-08-07T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,3,3,13,2
630,Montgomery County,621  Gracey  Ave,,Clarksville,37040,9319207808,https://www.cmcss.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=09253888-1f3a-49c8-8c35-c584481466f9&inline=true,36.520977,-87.345469,95,2021-03-01T11:10:36.000Z,kimmie.sucharski@tneducation.net,2020-08-31T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,0,0,0,0
640,Moore County,241 Main St,,Lynchburg,37352,9317597303,https://www.moorecountyschools.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=ac02f083-146b-4965-b76b-f176e8761b26&inline=true,35.281983,-86.373936,96,2020-09-08T15:58:56.000Z,district.technology@tn.gov,2020-08-03T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,,,,
650,Morgan County,136 Flat Fork Rd,,Wartburg,37887,4233466214,https://www.mcsed.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=345a8a9c-fd86-4807-9bd1-be41c8e7875f&inline=true,36.099632,-84.55334,97,2021-03-08T21:23:10.000Z,donna.pace@tneducation.net,2020-08-05T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,6,0,0,0
751,Murfreesboro,2552  South  Church St,,Murfreesboro,37127,6158932313,http://www.cityschools.net/administration/director,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=fab81571-551b-4ab0-a68f-f96bbb78f692&inline=true,35.802849,-86.398819,110,2020-10-05T14:42:34.000Z,ralph.ringstaff@tneducation.net,2020-07-30T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,0,0,0,0
151,Newport,301 College St,,Newport,37821,4236233811,http://newportcityschools.schoolinsites.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=87fa3ed4-21ae-4562-92f3-5e0e98de4a0b&inline=true,35.963036,-83.186862,28,2021-02-23T13:11:45.000Z,janie.black@tneducation.net,2020-08-11T00:00:00.000Z,False,,6,First Tennessee CORE Region,Dr. Greg Sturgill,(423) 357-3641,37642,,,,
12,Oak Ridge,304 New York Ave,,Oak Ridge,37830,8654259001,https://www.ortn.edu/highschool/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=bbfa7d98-0103-44b6-a1c0-537b5b5aadb6&inline=true,36.025153,-84.250895,4,2021-03-08T14:05:38.000Z,holly.cross@tneducation.net,2020-07-29T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,0,0,0,0
660,Obion County,1700 North Fifth St,,Union City,38261,7318859743,https://www.obioncountyschools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=c6e19465-6b31-4025-ab88-a8dbd22a8bc6&inline=true,36.44235,-89.057499,98,2021-03-09T14:58:50.000Z,timothy.m.watkins@tneducation.net,2020-08-04T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,0,0,0,0
761,Oneida,195 North Bank ,,Oneida,37841,4235698912,www.oneidaschools.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=7ee27375-6a32-4c8b-af21-fdf56a27a487&inline=true,36.504022,-84.510794,112,2020-10-19T16:14:04.000Z,jeanny.hatfield@tneducation.net,2020-08-04T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,1,2,0,0
670,Overton County,302 Zachary St,,Livingston,38570,9318231287,https://www.oc-sd.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=22a2dd62-e9b8-4ca7-9c73-38ad75770ebb&inline=true,36.38875,-85.31962,100,2021-02-04T17:25:24.000Z,jenny.smith5560@tneducation.net,2020-08-07T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,2,0,0,0
401,Paris,1219 Hwy 641 S ,,Paris,38242,7316429322,https://www.parisssd.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=7cf0b4bc-a946-477e-bf87-5ccc3d304803&inline=true,36.282126,-88.29395,66,2020-11-30T21:49:25.000Z,norma.gerrell@tneducation.net,2020-08-03T00:00:00.000Z,False,,1,Northwest Tennessee CORE Region,Pennye Thurmond,(731) 881-7565,38229,,,0,0
680,Perry County,857 Squirrel Hollow Dr,,Linden,37096,9315892102,http://perrycountyschools.us/index.html,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=92a86989-86a0-46a5-b63e-6f41b02891ff&inline=true,35.608532,-87.83715,101,2020-09-11T14:39:42.000Z,eric.lomax@tneducation.net,2020-08-04T00:00:00.000Z,False,,8,South Central CORE Region,Bill Byford,(931) 488-3050,37160,0,0,0,0
690,Pickett County,141 Skyline Dr,,Byrdstown,38549,9318643123,https://www.pickettk12.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=09659b4d-08db-4e20-9849-e9902b031cd7&inline=true,36.577523,-85.13407,102,2020-11-23T20:25:32.000Z,patricia.elder@tneducation.net,2020-07-31T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,,,0,0
700,Polk County,131 Stephens St,,Benton,37307,4232990471,https://www.polk-schools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=580cd1ba-0513-4e0e-8dd8-0494e4c249b4&inline=true,35.178904,-84.654566,103,2020-09-14T18:26:48.000Z,ryan.goodman4668@tneducation.net,2020-08-10T00:00:00.000Z,False,,7,Southeast Tennessee CORE Region,Sharon Harper,(423) 260-1168,37406,,,,
710,Putnam County,1400 East Spring St,,Cookeville,38506,9315269777,http://www.pcsstn.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=d965bee7-031f-4e22-8b06-ff39b1c92135&inline=true,36.151884,-85.471444,104,2021-03-08T20:06:03.000Z,melanie.bussell@tneducation.net,2020-07-30T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,9,2,9,1
720,Rhea County,305  California  Ave,,Dayton,37321,4237757813,http://www.rheacounty.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=5715e064-ef47-424c-9a5b-54d7294b29a6&inline=true,35.489092,-85.023174,105,2021-01-11T20:51:06.000Z,lori.derlak@tneducation.net,2020-08-05T00:00:00.000Z,False,,7,Southeast Tennessee CORE Region,Sharon Harper,(423) 260-1168,37406,,,2,0
581,Richard City,1620  Hamilton  Ave,,South Pittsburg,37380,4238377282,http://www.richardhardy.org/index.php,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=cc836023-2a3c-4dfa-92ec-57fe424a9a57&inline=true,34.994263,-85.72243,89,2020-08-01T00:00:00.000Z,district.technology@tn.gov,2020-08-11T00:00:00.000Z,False,,7,Southeast Tennessee CORE Region,Sharon Harper,(423) 260-1168,37406,,,,
730,Roane County,105  Bluff  Rd,,Kingston,37763,8653765592,https://www.roaneschools.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=ede5beb8-8663-4ea2-893b-169ff5005540&inline=true,35.88902,-84.530591,107,2020-12-07T16:03:53.000Z,michael.barber@tneducation.net,2020-08-19T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,4,2,3,1
740,Robertson County,800 M S Couts Blvd,,Springfield,37172,6153845588,https://www.rcstn.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=54731247-63ce-4ccf-b7b5-e53521872396&inline=true,36.468132,-86.866403,108,2021-03-08T14:24:27.000Z,chris.causey@tneducation.net,2020-08-19T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,7,8,11,4
371,Rogersville,116 Broadway ,,Rogersville,37857,4232727651,http://www.rcschool.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=196799a8-6a12-482a-ba26-8139b5dcd242&inline=true,36.40412,-83.004359,61,2020-08-01T00:00:00.000Z,district.technology@tn.gov,2020-08-10T00:00:00.000Z,False,,6,First Tennessee CORE Region,Dr. Greg Sturgill,(423) 357-3641,37642,,,,
750,Rutherford County,2240 Southpark Blvd,,Murfreesboro,37128,6158935812,https://www.rcschools.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=e1b8441c-0013-42ca-928a-62aaf6ee6b70&inline=true,35.81317,-86.402693,109,2021-03-01T20:00:49.000Z,william.spurlock@tneducation.net,2020-08-13T00:00:00.000Z,False,,3,Mid Cumberland CORE Region,Christie Southerland,(615) 532-3270,37210,50,8,109,19
760,Scott County,208 Court St,,Huntsville,37756,4236632159,http://scottcounty.net/schoolboard/director,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=1ad05f17-7f0c-489c-a33c-8621240cef6c&inline=true,36.409889,-84.490285,111,2021-01-25T20:06:21.000Z,dominique.davis94@tnedu.gov,2020-08-10T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,3,2,1,3
770,Sequatchie County,878 Cordell Dr,,Dunlap,37327,4239493617,https://www.sequatchieschools.net/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=c123ae12-af4d-4760-8a4e-dee1073e0f17&inline=true,35.356751,-85.401902,113,2021-02-01T18:32:19.000Z,rhonda.harmon@tneducation.net,2020-08-03T00:00:00.000Z,False,,7,Southeast Tennessee CORE Region,Sharon Harper,(423) 260-1168,37406,3,2,4,1
780,Sevier County,226  Cedar  St,,Sevierville,37862,8654534671,www.sevier.org/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=a22e85f7-ce70-4b0c-8a80-02d3c644d067&inline=true,35.865861,-83.561873,114,2021-03-08T16:38:24.000Z,john.ogle@tneducation.net,2020-08-13T00:00:00.000Z,False,,5,East Tennessee CORE Region,Ginger Leach,(865) 594-9445,37920,0,0,0,0
792,Shelby County,160  S  Hollywood ,,Memphis,38112,9013212500,www.scsk12.org,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=13c729db-f6a3-4c1a-9729-6d1aeadb1e4a&inline=true,35.129654,-89.97564,115,2020-09-10T20:37:52.000Z,john.barker@tneducation.net,2020-08-31T00:00:00.000Z,False,,9,Southwest CORE Region,Audrey Johnson,(901) 484-3389,38301,1,3,0,5
800,Smith County,126 S C M S Lane ,,Carthage,37030,6157359625,http://boe.smithcounty.com/,https://eplan.tn.gov/DocumentLibrary/ViewDocument.aspx?DocumentGuid=81c23b9b-29e4-48fa-9329-2b6068ceddd1&inline=true,36.276278,-85.95174,122,2020-08-01T00:00:00.000Z,district.technology@tn.gov,2020-08-05T00:00:00.000Z,False,,4,Upper Cumberland CORE Region,Janice Fox,(931) 544-7079,38501,,,,
